"","SERIALNO","TRIWALES","POINT","ADDRESS","SOCDONE","INTDATE","STRTIME","FINTIME","INTLEN","INTLEN1","SINTLEN","WTFACTOR","POSTCODE","UACODE","UANAME","CONCODE","CONNAME","WARDCODE","WARDNAME","WELSHSPK","POPDEN","WREADPAP","WHPAPER1","WWHPAPF1","WWHPAPF2","WHPAPER2","WHPAPER3","WHTVFW01","WHTVFW02","WHTVFW03","WHTVFW04","WHTVFW05","WHTVFW06","WHTVFW07","WHTVFW08","WHTVFW09","WHTVFW10","WHTVFW11","BBC1WALE","BBC1OTHR","BBC2","HTVWALES","ITVOTHER","CHANNEL4","S4C","CHANNEL5","SKYNEWS","OTHCHANL","TVNEVER","TVRGNEWS","ELREGON","ELREGW2","POLLINGE","REGISTSR","REFSTUD","PTYTHNK","PTYCLS","IDSTRNG","PARTYID","VOTED","VOTECOD1","VOTECOD2","VOTECOD3","VOTECOD4","VOTECOD5","WHENDECD","VOTE","YVOTCLS","PTYPREF","OTHSPEC8","SCWBRGE","VOTESWC","VOTESWL","DFWNSCW","DFWNGE","COALITIN","COALITW","VOTESYST","CONFEEL","LABFEEL","LDFEEL","PCFEEL","MORGANFM","NATCAPAB","SNHSIESW","SNHSWHSW","EDSTIESW","EDSTWHSW","SLIVIESW","SLIVWHSW","TAXSPEND","BPRIORF1","BPRIORF2","ECPOLICY","EUROREF","GOVTWORK","LOSETCH","VOTEINTR","LOSTCHAM","COOPPAAS","COOPHOC","IMPGSCTP","IMPGWEAS","UKINTNAT","NATINNAT","SRSOCCL1","SRSOCCL2","SRSOCCL","NATCLASS","NATID","IDENT1","IDENT2","IDENT3","FLAGUJ","FLAGNAT","WALEPARL","WALEPAR2","WCONRFVW","WLABRFVW","WLDRFVW","WPCRFVW","VOTESYSW","WALSHIND","INDEPENT","DOESINFL","OUGHINFL","INFL10YR","OUDEFOOD","OUDEBUGR","OUDEBENF","LEAVEUK2","VOICEUK3","SAYINGV3","IMPRVED3","WNANHS","WNAECON2","PREAM","RTXSPD","NLBTXSPD","SWLTXSPD","PCTXSPD","CONTXSPD","LDTXSPD","SCDONE","WLLIVLAN","WELSHDIF","RWELSHSP","RSEX","RAGE","RAGECAT","RSEXAGE","NATIONU1","NATIONU2","NATIONU3","NATIONU4","NATIONU5","NATIONU6","NATIONU7","NATIONU8","NATIONU9","BNATIONU","BESTNATU","RACEORI2","RELIGION","RELIGSUM","FAMRELIG","RLFAMSUM","CHATTEND","RBORN2","RLIVELS2","LIVWASC2","LIVEAREA","TENURE","TENURE2","TENURE5","MARSTAT2","MARSTAT","MARRIED","RECONACT","SECONACT","R2LASTJB","JOB","MAKEDO","TRAIN","R2EMPLYE","R2SUPMN2","R2OCSEC2","R2EMPWRK","EMPMAKE","R2JBHRSI","R2JBHRCL","R2PARTFI","R2ECONPS","R2SEGGP2","R2SOCCL2","INFO","SOC","R2SOC","R2SOC2","RINDEXNO","RES2000","RNSSEC","RSECFLAG","RSEG","RSC","RSOCSTAT","SOC2000","XSOC2000","INDEXNO","ES2000","NSSEC","SECFLAG","SEG5","SC","SOC90","SOCSTATU","ASOC90","R2EMPSTA","R2SIC92","R2SICGP","R2MINGRP","R2SMAJGP","R2MAJGRP","R2SEG2","R2SEG","R2SEGGRP","R2SOCCLS","R2RGCLAS","R2GHCLAS","R2GHGRP","OEMPSTAT","P2LASTJB","JOB2","MAKEDO2","TRAIN2","P2EMPLYE","P2SUPMN2","P2OCSEC2","P2EMPWRK","EMPMAKE2","P2JBHRSI","P2JBHRCL","P2PARTFI","P2ECONPS","P2SEGGP2","P2SOCCL2","INFO2","P2SOC","P2SOC2","P2SOC3","PINDEXNO","PES2000","PNSSEC","PSECFLAG","PSEG","PSC","PSOCSTAT","P2EMPSTA","P2SIC92","P2SICGP","P2MINGRP","P2SMAJGP","P2MAJGRP","P2SEG2","P2SEG","P2SEGGRP","P2SOCCLS","P2RGCLAS","P2GHCLAS","P2GHGRP","OEMPSTA2","UNIONSA2","UNIONSA","MAININC","HHINCOME","SCHQUAL","SCHQFW1","SCHQFW2","SCHQFW3","SCHQFW4","EDQUAL1","EDQUAL2","EDQUAL3","EDQUAL4","PSCHQUAL","PSCHQF01","PSCHQF02","PSCHQF03","PSCHQF04","PSCHQF05","PSCHQF06","PSCHQF07","PSCHQF08","PSCHQF09","PSCHQF10","PSCHQF11","PSCHQF12","PSCHQF13","PSCHQF14","PSCHQF15","PSCHQF16","PSCHQF17","PSCHQF18","PSCHQF19","EDQUAL6","EDQUAL10","EDQUAL11","EDQUAL12","EDQUAL13","EDQUAL14","EDQUAL15","EDQUAL16","EDQUAL17","EDQUAL18","EDQUAL19","EDQUAL20","EDQUAL21","EDQUAL22","EDQUAL23","EDQUAL24","EDQUAL25","EDQUAL26","EDQUAL27","HEDQUAL","INTERNT","WWWUSE","VOTE97","REFVOTEW","VOTSW99C","VOTSW99L","PHONE","PHONEBCK","STABLE","DATEINTD","DATEINTM","DATEINTY","SELFCOMP","INTNO","OUTCOME","UNOUT","TNC","LANGINT","DUNO","DUSEL","PERSNO","PERSSEL","CARDNO01","INTERV01","BATCH01","LANGUAGE","FAIRSHAR","RICHLAW","TUNTNEED","PRIVENT","PUBLCOWN","GOVRESP1","NLBINTWC","NLBINTMC","NLBINTEN","NLBINTSW","NLBINTWL","SWLINTWC","SWLINTMC","SWLINTEN","SWLINTSW","SWLINTWL","NATINTWC","NATINTMC","NATINTEN","NATINTSW","NATINTWL","CONINTWC","CONINTMC","CONINTEN","CONINTSW","CONINTWL","LDWINTWC","LDWINTMC","LDWINTEN","LDWINTSW","LDWINTWL","MAIN","SC2","LEFTRIGH","CONSTPRE","TRIIDS"
"569",4505,1,45,5,1,"20062001","10:05:37","10:59:10",54,54,54,1.6692,"SA11","NZ","Neath Port Talbot",556,"NEATH CO CONST & ACONST","NZNF","Neath South",9.47227600399939,349.7933498,1,3,1,13,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,4,2,2,NA,"",2,2,2,2,1,1,1,2,4,1,3,3,2,8,2,1,2,1,3,4,3,4,1,4,1,2,2,3,3,2,3,3,3,3,2,2,-1,2,3,2,19,21,5,3,2,4,3,5,4,4,3,1,2,3,2,2,2,3,2,3,2,1,1,1,3,3,1,4,5,5,5,3,4,1,2,2,3,2,23,1,9,8,1,NA,NA,NA,NA,NA,NA,NA,8,8,9,0,5,3,1,7,2,1,NA,20,2,1,2,6,5,4,3,-1,-1,"markating assistant","try to gain sponship beneral admin","common sence and confidence",1,3,1,3,"sporting organisation",40,4,1,1,3,3,NA,420,420,"4.1.3.1",1224,7,7.1,0,6,3.1,0,"4.1.3.1",4131,1224,7,7.1,0,6,3.1,420,0,NA,9,92,15,42,10,4,9,6,4,3,3,3,2,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,3,1,2,3,NA,NA,"","","","",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",1,2,2,2,8,2,2,1,1,1,NA,NA,NA,61,316,51,NA,3,1,1,NA,3,3,1,316,1074,1,4,4,3,3,4,2,2,2,3,3,3,2,2,2,2,2,2,2,3,1,1,3,2,2,2,3,2,2,2,2,2,1,1,3,2,1
"570",4508,1,45,8,1,"19062001","13:13:17","14:05:52",52,52,52,1.1128,"SA11","NZ","Neath Port Talbot",556,"NEATH CO CONST & ACONST","NZNF","Neath South",9.47227600399939,349.7933498,1,14,0,0,NA,NA,1,3,4,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,3,NA,2,3,1,NA,NA,NA,NA,NA,1,3,2,NA,"",2,3,1,3,3,2,2,1,4,3,1,2,2,2,3,1,2,1,4,1,3,1,2,1,2,3,1,1,3,3,3,2,3,4,3,4,2,3,2,1,19,28,14,3,1,1,3,4,4,3,2,2,1,3,2,1,1,2,2,2,1,3,3,1,3,3,1,4,6,6,5,8,4,1,1,1,3,1,42,3,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,0,5,3,1,7,2,4,42,42,2,1,2,1,1,1,3,3,-1,"communications controller","computers and telephone equipment","5 o levels and in house training",1,3,3,4,"law and order police station",37,4,1,1,3,3,NA,463,463,"4.1.4.2",4917,7,11.1,0,6,3.1,1,"4.1.4.2",4142,4917,7,11.1,0,6,3.1,463,1,NA,9,75,12,46,11,4,9,6,4,3,3,3,2,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,14,1,2,3,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",3,1,1,3,2,98,98,1,1,1,NA,NA,NA,61,316,51,NA,2,1,1,NA,2,2,1,316,1075,1,4,1,4,3,1,3,2,2,3,3,4,2,2,2,2,2,2,2,2,1,1,3,2,2,3,4,2,2,2,2,3,1,1,2,4,1
"571",4509,1,45,9,1,"26062001","18:30:17","18:57:30",27,27,27,1.6692,"SA11","NZ","Neath Port Talbot",556,"NEATH CO CONST & ACONST","NZNF","Neath South",9.47227600399939,349.7933498,1,13,14,0,NA,NA,1,3,4,6,7,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,1,2,2,NA,"",1,2,2,2,2,2,2,1,3,2,3,3,2,1,3,2,4,2,3,2,2,2,4,2,1,2,3,3,2,3,3,3,3,2,3,1,-1,1,3,1,19,15,23,3,1,3,4,1,3,2,3,2,1,3,3,1,1,4,3,4,2,1,1,1,1,1,1,6,8,8,5,4,2,1,2,2,3,1,33,2,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,3,1,3,1,3,2,1,NA,33,2,1,2,1,1,1,3,3,-1,"sales manager","selling products to general public","product knowledge",1,1,1,3,"selling pc,s (personal computers)",50,4,1,1,1,2,NA,179,179,"1.1.6.3",15756,4,5,0,1.2,2,0,"1.1.6.3",1163,15756,4,5,0,1.2,2,179,0,NA,5,52,7,17,2,1,2,1,2,2,2,2,1,7,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,10,1,1,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",5,1,1,2,1,2,2,1,1,1,NA,NA,NA,61,316,51,NA,3,1,1,NA,3,3,1,316,2565,1,3,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,1,2.83333333333333,3,1
"572",4511,1,45,11,1,"02072001","16:31:25","17:18:38",47,47,47,1.1128,"SA11","NZ","Neath Port Talbot",556,"NEATH CO CONST & ACONST","NZMM","Cimla",9.47227600399939,349.7933498,2,-1,-1,-1,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,3,2,1,NA,NA,NA,NA,NA,1,2,1,NA,"",2,2,3,3,2,2,1,2,4,2,2,3,8,2,5,1,3,1,3,1,2,1,3,2,2,3,3,2,2,3,2,3,2,3,3,4,1,3,2,1,21,14,4,3,2,4,3,8,8,8,8,2,2,2,3,1,1,2,2,4,3,1,3,3,3,8,1,6,6,6,6,4,6,1,2,2,3,2,34,2,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,11,3,11,3,1,2,1,NA,34,2,1,2,1,1,1,3,3,-1,"mid wife","deliver babies,anti natalcare and post natal care","registered nurse and registered midwife",1,3,3,5,"provides health care",30,4,1,1,2,2,NA,341,341,"3.2.1.2",16780,7,4.1,0,5.1,2,0,"3.2.1.2",3212,16780,7,4.1,0,5.1,2,341,0,NA,9,85,14,34,8,3,7,5,3,2,2,2,1,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,NA,1,14,1,2,3,NA,NA,"","","","",1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",2,2,2,2,2,2,2,1,1,1,NA,NA,NA,61,316,51,NA,3,1,1,NA,2,1,1,316,2547,1,3,3,4,4,2,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,1,1,2.5,2,1
"573",4512,1,45,12,1,"19062001","17:35:28","18:34:21",59,59,59,0.5564,"SA11","NZ","Neath Port Talbot",556,"NEATH CO CONST & ACONST","NZNE","Neath North",9.47227600399939,349.7933498,1,6,1,0,NA,NA,1,2,4,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,1,2,1,NA,"",2,0,NA,2,1,1,1,2,5,2,3,4,3,1,4,1,3,1,1,1,3,3,1,2,1,2,3,4,2,3,3,3,5,2,3,4,2,3,3,2,4,6,17,3,2,5,4,5,4,8,8,2,2,4,1,2,1,4,4,3,2,3,3,3,3,3,1,1,5,6,6,9,1,1,2,4,1,2,73,7,15,8,1,NA,NA,NA,NA,NA,NA,NA,1,1,9,8,3,8,3,1,2,2,50,28,1,1,1,6,5,4,9,-1,4,"school teacher","teach children","degree",1,3,3,3,"teach children",28,3,2,9,2,2,NA,234,234,"2.3.1.5",23844,7,4.1,0,5.1,2,0,"2.3.1.5",2315,23844,7,4.1,0,5.1,2,234,0,NA,9,80,13,23,5,2,7,5,3,2,2,2,1,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,2,2,1,3,NA,NA,NA,"","","","",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",1,2,2,2,2,0,NA,1,1,3,NA,NA,NA,61,316,51,NA,2,1,1,NA,1,NA,1,316,1073,1,5,4,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,1,1,2.5,1,1
"574",4515,1,45,15,1,"18062001","17:57:33","19:04:20",67,67,67,1.1128,"SA11","NZ","Neath Port Talbot",556,"NEATH CO CONST & ACONST","NZMM","Cimla",9.47227600399939,349.7933498,1,2,0,0,NA,NA,4,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,1,2,1,NA,"",2,2,2,4,3,2,2,1,4,2,2,4,1,1,4,2,3,1,2,2,3,3,2,2,2,2,1,1,3,2,3,3,2,3,3,2,-1,2,2,2,8,14,9,3,1,3,1,2,2,8,3,1,2,4,3,3,1,4,2,2,1,1,1,1,2,2,1,1,11,11,6,1,2,1,2,2,3,2,57,5,13,8,1,NA,NA,NA,NA,NA,NA,NA,8,8,9,2,2,2,2,5,2,1,NA,57,2,1,2,1,1,1,8,3,-2,"-2,skp,ask partner","-2,skp,ask partner","-2,skp,ask partner",-2,-2,-2,-2,"-2,skp,ask partner",-2,-2,-2,11,-2,-2,NA,-2,-2,"-2,skp,",NA,-2,-2,-2,-2,-2,-2,"5.4.3.2",5432,2334,7,11.1,0,9,3.2,580,0,NA,NA,-2,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,-1,"baker","bread making","city and guilds",1,3,1,2,"makes bread and cakes to sell to the public",45,4,1,1,4,4,NA,580,580,"5.4.3.2",2334,7,11.1,0,9,3.2,0,9,15,4,58,14,5,12,9,5,3,4,9,5,1,3,NA,1,5,2,NA,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",7,2,2,2,1,2,2,1,1,1,NA,NA,NA,61,316,51,NA,1,1,1,NA,2,2,1,316,1076,1,4,1,4,3,2,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2.16666666666667,3,1
"575",4516,1,45,16,1,"16082001","15:26:32","16:32:57",66,66,66,1.1128,"SA11","NZ","Neath Port Talbot",556,"NEATH CO CONST & ACONST","NZNS","Tonna",9.47227600399939,349.7933498,2,-1,-1,-1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,1,2,2,NA,"",2,2,2,3,3,1,1,2,2,1,2,2,2,2,3,1,3,1,2,2,2,2,3,2,2,3,2,2,2,3,2,3,2,3,2,4,1,3,2,2,19,4,22,2,1,3,4,4,4,4,2,1,2,3,2,3,1,2,4,4,3,1,3,3,2,2,1,5,4,7,8,3,8,1,2,3,2,2,23,1,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,1,3,1,3,7,2,1,NA,23,3,2,3,2,2,1,3,3,-1,"teacher","teach year 1 children","BA in education",1,3,3,3,"Bridgend Education Authority",45,4,1,1,2,2,NA,234,234,"2.3.1.5",23848,7,4.1,0,5.1,2,0,"2.3.1.5",2315,23848,7,4.1,0,5.1,2,234,0,NA,9,80,13,23,5,2,7,5,3,2,2,2,1,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,12,1,2,3,NA,NA,"","","","",1,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",1,2,2,2,1,2,2,1,1,1,NA,NA,NA,61,318,51,NA,2,1,1,NA,2,2,1,318,3079,1,4,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,2,2,3,3,2,2,2,2,2,1,1,2.5,3,1
"576",4517,1,45,17,1,"30062001","16:05:09","16:41:12",36,36,36,1.1128,"SA11","NZ","Neath Port Talbot",556,"NEATH CO CONST & ACONST","NZMM","Cimla",9.47227600399939,349.7933498,1,1,0,0,NA,NA,1,3,4,8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,2,1,1,NA,NA,NA,NA,NA,1,1,2,NA,"",2,1,1,4,3,1,1,2,2,4,4,4,3,1,3,1,3,1,3,1,1,1,3,1,2,3,2,2,2,3,3,3,4,2,1,4,2,3,3,3,21,2,19,3,3,5,4,5,4,4,3,1,2,4,2,2,4,3,3,3,3,3,3,2,4,4,1,11,2,2,1,7,1,1,3,4,3,1,27,2,2,1,8,NA,NA,NA,NA,NA,NA,NA,1,1,9,2,2,2,2,6,2,2,24,24,2,1,2,2,2,1,3,3,-1,"police officer","law enforcement","2 year training programme",1,3,3,3,"enfor cing the law",45,4,1,1,3,3,NA,610,610,"3.3.1.2",17842,7,7.2,0,6,3.1,0,"3.3.1.2",3312,17842,7,7.2,0,6,3.1,610,0,NA,9,75,12,61,15,6,9,6,4,3,3,2,1,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,NA,1,19,1,1,2,3,NA,"","","","",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",1,1,1,1,2,1,1,1,1,1,NA,NA,NA,61,316,51,NA,3,1,1,NA,2,2,1,316,2550,1,4,5,3,2,3,5,3,3,3,3,3,3,3,3,3,3,3,4,4,3,1,2,2,2,2,3,3,3,3,3,3,1,1,3.66666666666667,1,2
"577",4518,1,45,18,1,"26062001","16:00:21","16:40:44",40,40,40,1.1128,"SA11","NZ","Neath Port Talbot",556,"NEATH CO CONST & ACONST","NZMM","Cimla",9.47227600399939,349.7933498,2,-1,-1,-1,NA,NA,1,4,6,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,3,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,2,2,4,2,2,1,3,2,3,2,2,1,4,3,4,1,4,1,3,2,4,4,1,2,2,2,3,3,4,3,3,4,2,2,-1,2,2,1,14,21,8,3,1,3,4,5,4,8,2,1,2,3,2,1,2,2,2,2,2,1,1,3,3,2,1,4,1,2,2,1,1,1,1,2,3,1,40,3,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,0,5,3,1,7,2,1,NA,4,2,1,2,1,1,1,3,10,-1,"production line operator","machine operator,manufactor brake","on the job training",1,3,1,5,"make motor parts",45,4,1,1,5,5,NA,851,851,"8.1.3.2",NA,7,12.4,0,10,4,NA,"8.1.3.2",8132,NA,7,12.4,0,10,4,851,NA,NA,9,34,4,85,19,8,13,10,6,4,5,10,5,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,8,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,13,1,2,NA,NA,NA,"","","","",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",4,2,1,2,1,0,NA,1,1,1,NA,NA,NA,61,316,51,NA,3,1,1,NA,2,2,1,316,2564,1,4,2,5,3,5,2,1,1,2,2,3,2,2,3,2,3,1,2,3,1,1,3,2,2,3,3,2,2,2,3,4,1,1,2.5,3,1
"578",4519,1,45,19,1,"08082001","19:12:06","19:42:36",30,30,30,1.1128,"SA11","NZ","Neath Port Talbot",556,"NEATH CO CONST & ACONST","NZMM","Cimla",9.47227600399939,349.7933498,1,14,9,0,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,97,NA,NA,97,1,NA,NA,NA,NA,NA,3,97,NA,NA,"",NA,97,NA,3,3,8,1,2,3,3,3,3,2,1,3,1,2,1,2,1,2,1,4,2,8,3,2,3,2,2,2,3,3,3,2,1,-1,1,2,1,14,1,8,3,1,4,3,4,4,3,3,1,2,3,2,1,2,2,2,3,3,3,3,3,3,3,1,6,6,4,4,7,5,1,2,2,3,1,43,3,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,0,5,3,1,7,2,1,NA,43,2,1,2,1,1,1,3,3,-1,"company director","managing the company","hnd and hnc",2,-3,-3,-3,"eletrical engineering",50,4,1,3,8,8,NA,110,110,"1.1.2.1",6125,2,8.1,0,2.1,2,1,"1.1.2.1",1121,6125,2,8.1,0,2.1,2,110,1,NA,2,31,4,11,1,1,20,17,9,9,9,99,9,4,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,97,2,NA,NA,NA,NA,"","","","",1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",2,1,1,97,7,97,NA,1,1,2,NA,NA,NA,61,316,51,NA,7,1,1,NA,2,2,1,316,2776,1,4,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2.83333333333333,2,1
"579",4520,1,45,20,1,"02072001","18:03:00","18:46:31",43,43,43,1.1128,"SA11","NZ","Neath Port Talbot",556,"NEATH CO CONST & ACONST","NZNF","Neath South",9.47227600399939,349.7933498,2,-1,-1,-1,NA,NA,1,3,4,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,3,2,1,NA,NA,NA,NA,NA,2,3,2,NA,"",2,3,3,4,3,2,2,1,5,2,1,4,2,1,3,1,2,1,2,3,2,1,3,1,2,2,4,3,4,2,3,2,3,3,2,4,2,3,1,3,2,4,21,3,3,5,4,4,4,4,3,1,2,4,2,1,1,3,2,2,2,3,3,3,3,2,1,6,4,5,5,8,3,1,4,2,3,1,49,4,4,1,8,NA,NA,NA,NA,NA,NA,NA,1,1,9,0,5,3,1,7,2,1,NA,21,2,1,2,1,1,1,3,3,-1,"surveyor","land surveying","internal tuition",1,3,3,4,"looking after the",37,4,1,1,1,1,NA,262,262,"2.4.3.4",23637,7,3.1,0,4,1,0,"2.4.3.4",2434,23637,7,3.1,0,4,1,262,0,NA,9,74,11,26,6,2,6,4,1,1,1,1,1,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,14,1,2,NA,NA,NA,"","","","",1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",3,2,1,2,2,0,NA,1,1,1,NA,NA,NA,61,316,51,NA,2,1,1,NA,2,1,1,316,2549,1,5,2,4,2,2,2,3,2,3,3,3,3,2,3,2,2,3,3,4,2,1,4,2,2,3,3,2,2,2,2,3,1,1,2.16666666666667,1,2
